CARRIER_CODE,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_NAME,OriginAirport,OriginLat,OriginLon,DestAirport,DestLat,DestLon
UA,FLL,FL,IAH,TX,1835,1834.0,-1.0,2032,2007.0,-25.0,0.0,,153.0,966.0,0.0,0.0,0.0,0.0,0.0,United,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,FLL,FL,IAH,TX,1900,1942.0,42.0,2056,2127.0,31.0,0.0,,165.0,966.0,0.0,0.0,0.0,0.0,31.0,Spirit,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,DFW,TX,IAH,TX,639,638.0,-1.0,751,751.0,0.0,0.0,,73.0,224.0,0.0,0.0,0.0,0.0,0.0,United,Dallas Fort Worth International Airport,32.89680099,-97.03800201,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,DFW,TX,IAH,TX,700,655.0,-5.0,812,806.0,-6.0,0.0,,71.0,224.0,0.0,0.0,0.0,0.0,0.0,American,Dallas Fort Worth International Airport,32.89680099,-97.03800201,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,DFW,TX,IAH,TX,1039,1042.0,3.0,1151,1151.0,0.0,0.0,,69.0,224.0,0.0,0.0,0.0,0.0,0.0,American,Dallas Fort Worth International Airport,32.89680099,-97.03800201,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,DFW,TX,IAH,TX,1250,1313.0,23.0,1400,1409.0,9.0,0.0,,56.0,224.0,0.0,0.0,0.0,0.0,0.0,American,Dallas Fort Worth International Airport,32.89680099,-97.03800201,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,DFW,TX,IAH,TX,2025,2024.0,-1.0,2136,2126.0,-10.0,0.0,,62.0,224.0,0.0,0.0,0.0,0.0,0.0,American,Dallas Fort Worth International Airport,32.89680099,-97.03800201,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,TPA,FL,IAH,TX,657,714.0,17.0,825,819.0,-6.0,0.0,,125.0,787.0,0.0,0.0,0.0,0.0,0.0,United,Tampa International Airport,27.97550011,-82.53320313,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,TPA,FL,IAH,TX,855,917.0,22.0,1024,1023.0,-1.0,0.0,,126.0,787.0,0.0,0.0,0.0,0.0,0.0,United,Tampa International Airport,27.97550011,-82.53320313,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,TPA,FL,IAH,TX,1110,1104.0,-6.0,1239,1216.0,-23.0,0.0,,132.0,787.0,0.0,0.0,0.0,0.0,0.0,United,Tampa International Airport,27.97550011,-82.53320313,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,TPA,FL,IAH,TX,1430,1429.0,-1.0,1600,1542.0,-18.0,0.0,,133.0,787.0,0.0,0.0,0.0,0.0,0.0,United,Tampa International Airport,27.97550011,-82.53320313,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,TPA,FL,IAH,TX,1646,1637.0,-9.0,1816,1749.0,-27.0,0.0,,132.0,787.0,0.0,0.0,0.0,0.0,0.0,United,Tampa International Airport,27.97550011,-82.53320313,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,TPA,FL,IAH,TX,1833,1902.0,29.0,2002,2016.0,14.0,0.0,,134.0,787.0,0.0,0.0,0.0,0.0,0.0,Spirit,Tampa International Airport,27.97550011,-82.53320313,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,BWI,MD,IAH,TX,530,523.0,-7.0,807,748.0,-19.0,0.0,,205.0,1235.0,0.0,0.0,0.0,0.0,0.0,United,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,BWI,MD,IAH,TX,2108,2149.0,41.0,2342,2357.0,15.0,0.0,,188.0,1235.0,2.0,0.0,2.0,0.0,11.0,Spirit,Baltimore/Washington International Thurgood Marshall Airport,39.17539978,-76.66829681,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,609,609.0,0.0,748,742.0,-6.0,0.0,,153.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,735,733.0,-2.0,916,902.0,-14.0,0.0,,149.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,850,842.0,-8.0,1031,958.0,-33.0,0.0,,136.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,1125,1122.0,-3.0,1305,1241.0,-24.0,0.0,,139.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,MCO,FL,IAH,TX,1333,1932.0,359.0,1515,2049.0,334.0,0.0,,137.0,854.0,0.0,0.0,0.0,0.0,334.0,Spirit,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,1455,1455.0,0.0,1633,1611.0,-22.0,0.0,,136.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,1640,1635.0,-5.0,1818,1803.0,-15.0,0.0,,148.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCO,FL,IAH,TX,1840,1901.0,21.0,2020,2019.0,-1.0,0.0,,138.0,854.0,0.0,0.0,0.0,0.0,0.0,United,Orlando International Airport,28.42939949,-81.30899811,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,DTW,MI,IAH,TX,600,614.0,14.0,827,818.0,-9.0,0.0,,184.0,1075.0,0.0,0.0,0.0,0.0,0.0,United,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,DTW,MI,IAH,TX,705,712.0,7.0,918,903.0,-15.0,0.0,,171.0,1075.0,0.0,0.0,0.0,0.0,0.0,Spirit,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,IAD,VA,IAH,TX,530,527.0,-3.0,804,746.0,-18.0,0.0,,199.0,1190.0,0.0,0.0,0.0,0.0,0.0,United,Washington Dulles International Airport,38.94449997,-77.45580292,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,IAD,VA,IAH,TX,815,824.0,9.0,1046,1040.0,-6.0,0.0,,196.0,1190.0,0.0,0.0,0.0,0.0,0.0,United,Washington Dulles International Airport,38.94449997,-77.45580292,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,IAD,VA,IAH,TX,1240,1239.0,-1.0,1512,1459.0,-13.0,0.0,,200.0,1190.0,0.0,0.0,0.0,0.0,0.0,United,Washington Dulles International Airport,38.94449997,-77.45580292,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,IAD,VA,IAH,TX,1710,1706.0,-4.0,1948,1910.0,-38.0,0.0,,184.0,1190.0,0.0,0.0,0.0,0.0,0.0,United,Washington Dulles International Airport,38.94449997,-77.45580292,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,PBI,FL,IAH,TX,712,718.0,6.0,914,851.0,-23.0,0.0,,153.0,956.0,0.0,0.0,0.0,0.0,0.0,United,Palm Beach International Airport,26.68320084,-80.09559631,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,RSW,FL,IAH,TX,615,608.0,-7.0,757,728.0,-29.0,0.0,,140.0,861.0,0.0,0.0,0.0,0.0,0.0,United,Southwest Florida International Airport,26.53619957,-81.75520325,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,RSW,FL,IAH,TX,1710,1656.0,-14.0,1850,1813.0,-37.0,0.0,,137.0,861.0,0.0,0.0,0.0,0.0,0.0,United,Southwest Florida International Airport,26.53619957,-81.75520325,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,BNA,TN,IAH,TX,540,642.0,62.0,806,907.0,61.0,0.0,,145.0,657.0,61.0,0.0,0.0,0.0,0.0,United,Nashville International Airport,36.12450027,-86.67819977,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,LGA,NY,IAH,TX,545,542.0,-3.0,850,824.0,-26.0,0.0,,222.0,1416.0,0.0,0.0,0.0,0.0,0.0,United,La Guardia Airport,40.77719879,-73.87259674,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,LGA,NY,IAH,TX,715,711.0,-4.0,1022,1007.0,-15.0,0.0,,236.0,1416.0,0.0,0.0,0.0,0.0,0.0,United,La Guardia Airport,40.77719879,-73.87259674,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,LGA,NY,IAH,TX,930,928.0,-2.0,1245,1224.0,-21.0,0.0,,236.0,1416.0,0.0,0.0,0.0,0.0,0.0,United,La Guardia Airport,40.77719879,-73.87259674,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MIA,FL,IAH,TX,600,602.0,2.0,755,736.0,-19.0,0.0,,154.0,964.0,0.0,0.0,0.0,0.0,0.0,United,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,MIA,FL,IAH,TX,705,704.0,-1.0,902,844.0,-18.0,0.0,,160.0,964.0,0.0,0.0,0.0,0.0,0.0,American,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MIA,FL,IAH,TX,830,831.0,1.0,1028,1001.0,-27.0,0.0,,150.0,964.0,0.0,0.0,0.0,0.0,0.0,United,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,MIA,FL,IAH,TX,1105,1122.0,17.0,1300,1317.0,17.0,0.0,,175.0,964.0,4.0,0.0,0.0,0.0,13.0,American,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,MIA,FL,IAH,TX,1423,1414.0,-9.0,1616,1601.0,-15.0,0.0,,167.0,964.0,0.0,0.0,0.0,0.0,0.0,American,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,MIA,FL,IAH,TX,1719,1709.0,-10.0,1915,1915.0,0.0,0.0,,186.0,964.0,0.0,0.0,0.0,0.0,0.0,American,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MIA,FL,IAH,TX,1750,1808.0,18.0,1946,1949.0,3.0,0.0,,161.0,964.0,0.0,0.0,0.0,0.0,0.0,United,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,MIA,FL,IAH,TX,2045,2116.0,31.0,2238,2253.0,15.0,0.0,,157.0,964.0,15.0,0.0,0.0,0.0,0.0,American,Miami International Airport,25.79319954,-80.29060364,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,ATL,GA,IAH,TX,700,655.0,-5.0,812,807.0,-5.0,0.0,,132.0,689.0,0.0,0.0,0.0,0.0,0.0,Spirit,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
DL,ATL,GA,IAH,TX,810,813.0,3.0,928,914.0,-14.0,0.0,,121.0,689.0,0.0,0.0,0.0,0.0,0.0,Delta,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,ATL,GA,IAH,TX,853,851.0,-2.0,1022,954.0,-28.0,0.0,,123.0,689.0,0.0,0.0,0.0,0.0,0.0,United,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
DL,ATL,GA,IAH,TX,1105,1100.0,-5.0,1225,1210.0,-15.0,0.0,,130.0,689.0,0.0,0.0,0.0,0.0,0.0,Delta,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
DL,ATL,GA,IAH,TX,1510,1509.0,-1.0,1629,1613.0,-16.0,0.0,,124.0,689.0,0.0,0.0,0.0,0.0,0.0,Delta,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
DL,ATL,GA,IAH,TX,1644,1731.0,47.0,1802,1833.0,31.0,0.0,,122.0,689.0,9.0,0.0,0.0,0.0,22.0,Delta,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
DL,ATL,GA,IAH,TX,1950,1948.0,-2.0,2107,2053.0,-14.0,0.0,,125.0,689.0,0.0,0.0,0.0,0.0,0.0,Delta,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
DL,ATL,GA,IAH,TX,2231,2226.0,-5.0,2354,2324.0,-30.0,0.0,,118.0,689.0,0.0,0.0,0.0,0.0,0.0,Delta,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MCI,MO,IAH,TX,550,546.0,-4.0,802,810.0,8.0,0.0,,144.0,643.0,0.0,0.0,0.0,0.0,0.0,United,Kansas City International Airport,39.2976,-94.713898,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MSY,LA,IAH,TX,711,713.0,2.0,830,820.0,-10.0,0.0,,67.0,305.0,0.0,0.0,0.0,0.0,0.0,United,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MSY,LA,IAH,TX,905,904.0,-1.0,1025,1008.0,-17.0,0.0,,64.0,305.0,0.0,0.0,0.0,0.0,0.0,United,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,MSY,LA,IAH,TX,906,,,1024,,,1.0,A,,305.0,0.0,0.0,0.0,0.0,0.0,Spirit,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SAT,TX,IAH,TX,700,703.0,3.0,805,758.0,-7.0,0.0,,55.0,191.0,0.0,0.0,0.0,0.0,0.0,United,San Antonio International Airport,29.53370094,-98.46980286,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SAT,TX,IAH,TX,815,814.0,-1.0,919,921.0,2.0,0.0,,67.0,191.0,0.0,0.0,0.0,0.0,0.0,United,San Antonio International Airport,29.53370094,-98.46980286,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SJC,CA,IAH,TX,1225,1220.0,-5.0,1807,1747.0,-20.0,0.0,,207.0,1608.0,0.0,0.0,0.0,0.0,0.0,United,Norman Y. Mineta San Jose International Airport,37.36259842,-121.9290009,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SAN,CA,IAH,TX,615,611.0,-4.0,1128,1112.0,-16.0,0.0,,181.0,1303.0,0.0,0.0,0.0,0.0,0.0,United,San Diego International Airport,32.73360062,-117.1900024,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
NK,SAN,CA,IAH,TX,700,656.0,-4.0,1204,1151.0,-13.0,0.0,,175.0,1303.0,0.0,0.0,0.0,0.0,0.0,Spirit,San Diego International Airport,32.73360062,-117.1900024,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SAN,CA,IAH,TX,700,702.0,2.0,1208,1159.0,-9.0,0.0,,177.0,1303.0,0.0,0.0,0.0,0.0,0.0,United,San Diego International Airport,32.73360062,-117.1900024,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SAN,CA,IAH,TX,1115,1107.0,-8.0,1626,1605.0,-21.0,0.0,,178.0,1303.0,0.0,0.0,0.0,0.0,0.0,United,San Diego International Airport,32.73360062,-117.1900024,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MFE,TX,IAH,TX,627,613.0,-14.0,742,721.0,-21.0,0.0,,68.0,316.0,0.0,0.0,0.0,0.0,0.0,United,Mc Allen Miller International Airport,26.17580032,-98.23860168,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MFE,TX,IAH,TX,1653,1644.0,-9.0,1810,1754.0,-16.0,0.0,,70.0,316.0,0.0,0.0,0.0,0.0,0.0,United,Mc Allen Miller International Airport,26.17580032,-98.23860168,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SNA,CA,IAH,TX,645,642.0,-3.0,1207,1155.0,-12.0,0.0,,193.0,1346.0,0.0,0.0,0.0,0.0,0.0,United,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SNA,CA,IAH,TX,830,828.0,-2.0,1340,1321.0,-19.0,0.0,,173.0,1346.0,0.0,0.0,0.0,0.0,0.0,United,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SNA,CA,IAH,TX,1135,1140.0,5.0,1644,1634.0,-10.0,0.0,,174.0,1346.0,0.0,0.0,0.0,0.0,0.0,United,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,SNA,CA,IAH,TX,1304,1350.0,46.0,1810,1849.0,39.0,0.0,,179.0,1346.0,0.0,0.0,4.0,0.0,35.0,United,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,JAC,WY,IAH,TX,1300,1307.0,7.0,1721,1835.0,74.0,0.0,,268.0,1265.0,0.0,7.0,67.0,0.0,0.0,United,Jackson Hole Airport,43.6072998,-110.737999,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,EGE,CO,IAH,TX,1435,1625.0,110.0,1815,1951.0,96.0,0.0,,146.0,934.0,12.0,0.0,0.0,0.0,84.0,United,Eagle County Regional Airport,39.64260101,-106.9179993,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,MTJ,CO,IAH,TX,1445,1437.0,-8.0,1819,1824.0,5.0,0.0,,167.0,927.0,0.0,0.0,0.0,0.0,0.0,United,Montrose Regional Airport,38.50979996,-107.8939972,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,HDN,CO,IAH,TX,1428,1418.0,-10.0,1814,1750.0,-24.0,0.0,,152.0,985.0,0.0,0.0,0.0,0.0,0.0,United,Yampa Valley Airport,40.48120117,-107.2180023,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
UA,GUC,CO,IAH,TX,1415,1415.0,0.0,1752,1733.0,-19.0,0.0,,138.0,886.0,0.0,0.0,0.0,0.0,0.0,United,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
AA,CLT,NC,LAS,NV,745,748.0,3.0,945,933.0,-12.0,0.0,,285.0,1916.0,0.0,0.0,0.0,0.0,0.0,American,Charlotte Douglas International Airport,35.2140007,-80.94309998,McCarran International Airport,36.08010101,-115.1520004
AA,CLT,NC,LAS,NV,1125,1124.0,-1.0,1320,1308.0,-12.0,0.0,,284.0,1916.0,0.0,0.0,0.0,0.0,0.0,American,Charlotte Douglas International Airport,35.2140007,-80.94309998,McCarran International Airport,36.08010101,-115.1520004
AA,CLT,NC,LAS,NV,1640,1637.0,-3.0,1841,1835.0,-6.0,0.0,,298.0,1916.0,0.0,0.0,0.0,0.0,0.0,American,Charlotte Douglas International Airport,35.2140007,-80.94309998,McCarran International Airport,36.08010101,-115.1520004
NK,SEA,WA,LAS,NV,600,621.0,21.0,822,837.0,15.0,0.0,,136.0,867.0,15.0,0.0,0.0,0.0,0.0,Spirit,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,610,611.0,1.0,830,838.0,8.0,0.0,,147.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,705,655.0,-10.0,928,925.0,-3.0,0.0,,150.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
DL,SEA,WA,LAS,NV,805,837.0,32.0,1039,1100.0,21.0,0.0,,143.0,867.0,21.0,0.0,0.0,0.0,0.0,Delta,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,830,842.0,12.0,1050,1059.0,9.0,0.0,,137.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,1005,1000.0,-5.0,1230,1219.0,-11.0,0.0,,139.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
DL,SEA,WA,LAS,NV,1130,1138.0,8.0,1407,1406.0,-1.0,0.0,,148.0,867.0,0.0,0.0,0.0,0.0,0.0,Delta,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,1200,1348.0,108.0,1425,1620.0,115.0,0.0,,152.0,867.0,108.0,0.0,7.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
WN,SEA,WA,LAS,NV,1250,1251.0,1.0,1515,1515.0,0.0,0.0,,144.0,867.0,0.0,0.0,0.0,0.0,0.0,Southwest,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,1350,1351.0,1.0,1615,1621.0,6.0,0.0,,150.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
NK,SEA,WA,LAS,NV,1437,1424.0,-13.0,1659,1636.0,-23.0,0.0,,132.0,867.0,0.0,0.0,0.0,0.0,0.0,Spirit,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
DL,SEA,WA,LAS,NV,1525,1523.0,-2.0,1750,1742.0,-8.0,0.0,,139.0,867.0,0.0,0.0,0.0,0.0,0.0,Delta,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,1640,1633.0,-7.0,1900,1843.0,-17.0,0.0,,130.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
WN,SEA,WA,LAS,NV,1655,1738.0,43.0,1915,1945.0,30.0,0.0,,127.0,867.0,8.0,0.0,0.0,0.0,22.0,Southwest,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
AS,SEA,WA,LAS,NV,1840,1832.0,-8.0,2100,2034.0,-26.0,0.0,,122.0,867.0,0.0,0.0,0.0,0.0,0.0,Alaska,Seattle Tacoma International Airport,47.44900131,-122.3089981,McCarran International Airport,36.08010101,-115.1520004
WN,DEN,CO,LAS,NV,700,707.0,7.0,800,759.0,-1.0,0.0,,112.0,628.0,0.0,0.0,0.0,0.0,0.0,Southwest,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
F9,DEN,CO,LAS,NV,745,754.0,9.0,848,848.0,0.0,0.0,,114.0,628.0,0.0,0.0,0.0,0.0,0.0,Frontier,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
WN,DEN,CO,LAS,NV,835,900.0,25.0,935,1004.0,29.0,0.0,,124.0,628.0,25.0,0.0,4.0,0.0,0.0,Southwest,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
UA,DEN,CO,LAS,NV,1125,1120.0,-5.0,1223,1213.0,-10.0,0.0,,113.0,628.0,0.0,0.0,0.0,0.0,0.0,United,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
NK,DEN,CO,LAS,NV,1131,1123.0,-8.0,1222,1231.0,9.0,0.0,,128.0,628.0,0.0,0.0,0.0,0.0,0.0,Spirit,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
WN,DEN,CO,LAS,NV,1220,1220.0,0.0,1320,1315.0,-5.0,0.0,,115.0,628.0,0.0,0.0,0.0,0.0,0.0,Southwest,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
WN,DEN,CO,LAS,NV,1325,1319.0,-6.0,1420,1416.0,-4.0,0.0,,117.0,628.0,0.0,0.0,0.0,0.0,0.0,Southwest,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
F9,DEN,CO,LAS,NV,1345,1409.0,24.0,1440,1503.0,23.0,0.0,,114.0,628.0,18.0,0.0,3.0,0.0,2.0,Frontier,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
WN,DEN,CO,LAS,NV,1500,1505.0,5.0,1600,1559.0,-1.0,0.0,,114.0,628.0,0.0,0.0,0.0,0.0,0.0,Southwest,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
UA,DEN,CO,LAS,NV,1513,1510.0,-3.0,1614,1603.0,-11.0,0.0,,113.0,628.0,0.0,0.0,0.0,0.0,0.0,United,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
WN,DEN,CO,LAS,NV,1740,1734.0,-6.0,1840,1821.0,-19.0,0.0,,107.0,628.0,0.0,0.0,0.0,0.0,0.0,Southwest,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
NK,DEN,CO,LAS,NV,1827,1834.0,7.0,1918,1920.0,2.0,0.0,,106.0,628.0,0.0,0.0,0.0,0.0,0.0,Spirit,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
UA,DEN,CO,LAS,NV,1900,1859.0,-1.0,2001,1950.0,-11.0,0.0,,111.0,628.0,0.0,0.0,0.0,0.0,0.0,United,Denver International Airport,39.86169815,-104.6729965,McCarran International Airport,36.08010101,-115.1520004
