CARRIER_CODE,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_NAME,OriginAirport,OriginLat,OriginLon,DestAirport,DestLat,DestLon
DL,MEM,TN,ATL,GA,555,557.0,2.0,816,809.0,-7.0,0.0,,72.0,332.0,0.0,0.0,0.0,0.0,0.0,Delta,Memphis International Airport,35.04240036,-89.97669983,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MEM,TN,ATL,GA,715,709.0,-6.0,933,915.0,-18.0,0.0,,66.0,332.0,0.0,0.0,0.0,0.0,0.0,Delta,Memphis International Airport,35.04240036,-89.97669983,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MEM,TN,ATL,GA,815,829.0,14.0,1029,1034.0,5.0,0.0,,65.0,332.0,0.0,0.0,0.0,0.0,0.0,Delta,Memphis International Airport,35.04240036,-89.97669983,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MEM,TN,ATL,GA,1025,1020.0,-5.0,1249,1232.0,-17.0,0.0,,72.0,332.0,0.0,0.0,0.0,0.0,0.0,Delta,Memphis International Airport,35.04240036,-89.97669983,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MEM,TN,ATL,GA,1203,1200.0,-3.0,1429,1409.0,-20.0,0.0,,69.0,332.0,0.0,0.0,0.0,0.0,0.0,Delta,Memphis International Airport,35.04240036,-89.97669983,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MEM,TN,ATL,GA,1445,1446.0,1.0,1704,1651.0,-13.0,0.0,,65.0,332.0,0.0,0.0,0.0,0.0,0.0,Delta,Memphis International Airport,35.04240036,-89.97669983,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GPT,MS,ATL,GA,555,553.0,-2.0,819,818.0,-1.0,0.0,,85.0,352.0,0.0,0.0,0.0,0.0,0.0,Delta,Gulfport Biloxi International Airport,30.40730095,-89.07009888,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSN,WI,ATL,GA,555,552.0,-3.0,903,908.0,5.0,0.0,,136.0,707.0,0.0,0.0,0.0,0.0,0.0,Delta,Dane County Regional Truax Field,43.13990021,-89.33750153,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSN,WI,ATL,GA,1119,1116.0,-3.0,1429,1413.0,-16.0,0.0,,117.0,707.0,0.0,0.0,0.0,0.0,0.0,Delta,Dane County Regional Truax Field,43.13990021,-89.33750153,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GRR,MI,ATL,GA,557,554.0,-3.0,809,746.0,-23.0,0.0,,112.0,640.0,0.0,0.0,0.0,0.0,0.0,Delta,Gerald R. Ford International Airport,42.88079834,-85.52279663,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GRR,MI,ATL,GA,1123,1118.0,-5.0,1331,1304.0,-27.0,0.0,,106.0,640.0,0.0,0.0,0.0,0.0,0.0,Delta,Gerald R. Ford International Airport,42.88079834,-85.52279663,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GRR,MI,ATL,GA,1730,1746.0,16.0,1936,1932.0,-4.0,0.0,,106.0,640.0,0.0,0.0,0.0,0.0,0.0,Delta,Gerald R. Ford International Airport,42.88079834,-85.52279663,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,ROA,VA,ATL,GA,600,558.0,-2.0,732,720.0,-12.0,0.0,,82.0,357.0,0.0,0.0,0.0,0.0,0.0,Delta,RoanokeŠ—–Blacksburg Regional Airport,37.32550049,-79.97540283,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,JAN,MS,ATL,GA,600,555.0,-5.0,817,807.0,-10.0,0.0,,72.0,341.0,0.0,0.0,0.0,0.0,0.0,Delta,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,DAL,TX,ATL,GA,700,653.0,-7.0,959,957.0,-2.0,0.0,,124.0,721.0,0.0,0.0,0.0,0.0,0.0,Delta,Dallas Love Field,32.8470993,-96.85179901,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,DAL,TX,ATL,GA,745,740.0,-5.0,1040,1028.0,-12.0,0.0,,108.0,721.0,0.0,0.0,0.0,0.0,0.0,Southwest,Dallas Love Field,32.8470993,-96.85179901,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,DAL,TX,ATL,GA,1105,1058.0,-7.0,1400,1343.0,-17.0,0.0,,105.0,721.0,0.0,0.0,0.0,0.0,0.0,Southwest,Dallas Love Field,32.8470993,-96.85179901,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,DAL,TX,ATL,GA,1540,1537.0,-3.0,1844,1831.0,-13.0,0.0,,114.0,721.0,0.0,0.0,0.0,0.0,0.0,Delta,Dallas Love Field,32.8470993,-96.85179901,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,DAL,TX,ATL,GA,1550,1553.0,3.0,1845,1841.0,-4.0,0.0,,108.0,721.0,0.0,0.0,0.0,0.0,0.0,Southwest,Dallas Love Field,32.8470993,-96.85179901,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,PVD,RI,ATL,GA,600,555.0,-5.0,859,848.0,-11.0,0.0,,173.0,903.0,0.0,0.0,0.0,0.0,0.0,Delta,Theodore Francis Green State Airport,41.73260117,-71.42040253,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,PVD,RI,ATL,GA,1230,1230.0,0.0,1525,1515.0,-10.0,0.0,,165.0,903.0,0.0,0.0,0.0,0.0,0.0,Delta,Theodore Francis Green State Airport,41.73260117,-71.42040253,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,TUS,AZ,ATL,GA,600,600.0,0.0,1126,1120.0,-6.0,0.0,,200.0,1541.0,0.0,0.0,0.0,0.0,0.0,Delta,Tucson International Airport,32.11610031,-110.9410019,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,TUS,AZ,ATL,GA,1430,1428.0,-2.0,2003,2020.0,17.0,0.0,,232.0,1541.0,0.0,0.0,17.0,0.0,0.0,Delta,Tucson International Airport,32.11610031,-110.9410019,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MDW,IL,ATL,GA,600,555.0,-5.0,851,835.0,-16.0,0.0,,100.0,591.0,0.0,0.0,0.0,0.0,0.0,Delta,Chicago Midway International Airport,41.7859993,-87.75240326,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,MDW,IL,ATL,GA,805,819.0,14.0,1055,1057.0,2.0,0.0,,98.0,591.0,0.0,0.0,0.0,0.0,0.0,Southwest,Chicago Midway International Airport,41.7859993,-87.75240326,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,MDW,IL,ATL,GA,1030,1030.0,0.0,1320,1309.0,-11.0,0.0,,99.0,591.0,0.0,0.0,0.0,0.0,0.0,Southwest,Chicago Midway International Airport,41.7859993,-87.75240326,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MDW,IL,ATL,GA,1125,1125.0,0.0,1427,1402.0,-25.0,0.0,,97.0,591.0,0.0,0.0,0.0,0.0,0.0,Delta,Chicago Midway International Airport,41.7859993,-87.75240326,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MDW,IL,ATL,GA,1526,1520.0,-6.0,1825,1800.0,-25.0,0.0,,100.0,591.0,0.0,0.0,0.0,0.0,0.0,Delta,Chicago Midway International Airport,41.7859993,-87.75240326,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,MDW,IL,ATL,GA,1620,1624.0,4.0,1910,1904.0,-6.0,0.0,,100.0,591.0,0.0,0.0,0.0,0.0,0.0,Southwest,Chicago Midway International Airport,41.7859993,-87.75240326,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,615,619.0,4.0,843,846.0,3.0,0.0,,87.0,425.0,0.0,0.0,0.0,0.0,0.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,800,757.0,-3.0,1021,1014.0,-7.0,0.0,,77.0,425.0,0.0,0.0,0.0,0.0,0.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,1031,1026.0,-5.0,1300,1247.0,-13.0,0.0,,81.0,425.0,0.0,0.0,0.0,0.0,0.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,MSY,LA,ATL,GA,1050,1050.0,0.0,1310,1305.0,-5.0,0.0,,75.0,425.0,0.0,0.0,0.0,0.0,0.0,Southwest,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
NK,MSY,LA,ATL,GA,1130,1122.0,-8.0,1352,1347.0,-5.0,0.0,,85.0,425.0,0.0,0.0,0.0,0.0,0.0,Spirit,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,1220,1218.0,-2.0,1448,1431.0,-17.0,0.0,,73.0,425.0,0.0,0.0,0.0,0.0,0.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,1430,1424.0,-6.0,1658,1638.0,-20.0,0.0,,74.0,425.0,0.0,0.0,0.0,0.0,0.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,MSY,LA,ATL,GA,1605,1658.0,53.0,1825,1912.0,47.0,0.0,,74.0,425.0,3.0,0.0,0.0,0.0,44.0,Southwest,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,1625,1611.0,-14.0,1859,1830.0,-29.0,0.0,,79.0,425.0,0.0,0.0,0.0,0.0,0.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MSY,LA,ATL,GA,1745,1820.0,35.0,2017,2034.0,17.0,0.0,,74.0,425.0,1.0,0.0,0.0,0.0,16.0,Delta,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,EVV,IN,ATL,GA,600,558.0,-2.0,826,812.0,-14.0,0.0,,74.0,350.0,0.0,0.0,0.0,0.0,0.0,Delta,Evansville Regional Airport,38.03699875,-87.53240204,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,FAY,NC,ATL,GA,600,555.0,-5.0,731,718.0,-13.0,0.0,,83.0,331.0,0.0,0.0,0.0,0.0,0.0,Delta,Fayetteville Regional Grannis Field,34.99119949,-78.88030243,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CLE,OH,ATL,GA,600,558.0,-2.0,803,759.0,-4.0,0.0,,121.0,554.0,0.0,0.0,0.0,0.0,0.0,Delta,Cleveland Hopkins International Airport,41.4117012,-81.84980011,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CLE,OH,ATL,GA,734,730.0,-4.0,932,921.0,-11.0,0.0,,111.0,554.0,0.0,0.0,0.0,0.0,0.0,Delta,Cleveland Hopkins International Airport,41.4117012,-81.84980011,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CLE,OH,ATL,GA,1110,1108.0,-2.0,1302,1244.0,-18.0,0.0,,96.0,554.0,0.0,0.0,0.0,0.0,0.0,Delta,Cleveland Hopkins International Airport,41.4117012,-81.84980011,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CLE,OH,ATL,GA,1637,1633.0,-4.0,1838,1810.0,-28.0,0.0,,97.0,554.0,0.0,0.0,0.0,0.0,0.0,Delta,Cleveland Hopkins International Airport,41.4117012,-81.84980011,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
NK,CLE,OH,ATL,GA,1800,1807.0,7.0,1955,1947.0,-8.0,0.0,,100.0,554.0,0.0,0.0,0.0,0.0,0.0,Spirit,Cleveland Hopkins International Airport,41.4117012,-81.84980011,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,DAY,OH,ATL,GA,600,555.0,-5.0,750,734.0,-16.0,0.0,,99.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,James M Cox Dayton International Airport,39.90240097,-84.2193985,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,DAY,OH,ATL,GA,1119,1118.0,-1.0,1310,1250.0,-20.0,0.0,,92.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,James M Cox Dayton International Airport,39.90240097,-84.2193985,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,DAY,OH,ATL,GA,1414,1418.0,4.0,1600,1543.0,-17.0,0.0,,85.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,James M Cox Dayton International Airport,39.90240097,-84.2193985,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,XNA,AR,ATL,GA,600,558.0,-2.0,852,828.0,-24.0,0.0,,90.0,589.0,0.0,0.0,0.0,0.0,0.0,Delta,Northwest Arkansas Regional Airport,36.281898,-94.306801,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,BDL,CT,ATL,GA,600,606.0,6.0,849,906.0,17.0,0.0,,180.0,859.0,6.0,0.0,11.0,0.0,0.0,Delta,Bradley International Airport,41.93889999,-72.68319702,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,BDL,CT,ATL,GA,1125,1122.0,-3.0,1410,1358.0,-12.0,0.0,,156.0,859.0,0.0,0.0,0.0,0.0,0.0,Delta,Bradley International Airport,41.93889999,-72.68319702,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,BDL,CT,ATL,GA,1345,1340.0,-5.0,1634,1601.0,-33.0,0.0,,141.0,859.0,0.0,0.0,0.0,0.0,0.0,Delta,Bradley International Airport,41.93889999,-72.68319702,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,BDL,CT,ATL,GA,1525,1523.0,-2.0,1814,1751.0,-23.0,0.0,,148.0,859.0,0.0,0.0,0.0,0.0,0.0,Delta,Bradley International Airport,41.93889999,-72.68319702,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,BDL,CT,ATL,GA,1742,1741.0,-1.0,2029,2002.0,-27.0,0.0,,141.0,859.0,0.0,0.0,0.0,0.0,0.0,Delta,Bradley International Airport,41.93889999,-72.68319702,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,TUL,OK,ATL,GA,600,558.0,-2.0,858,848.0,-10.0,0.0,,110.0,674.0,0.0,0.0,0.0,0.0,0.0,Delta,Tulsa International Airport,36.19839859,-95.88809967,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,OAK,CA,ATL,GA,1125,1216.0,51.0,1850,1941.0,51.0,0.0,,265.0,2130.0,17.0,0.0,0.0,0.0,34.0,Southwest,Metropolitan Oakland International Airport,37.72129822,-122.2210007,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,LFT,LA,ATL,GA,600,556.0,-4.0,836,826.0,-10.0,0.0,,90.0,503.0,0.0,0.0,0.0,0.0,0.0,Delta,Lafayette Regional Airport,30.20529938,-91.98760223,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,LIT,AR,ATL,GA,600,559.0,-1.0,838,820.0,-18.0,0.0,,81.0,453.0,0.0,0.0,0.0,0.0,0.0,Delta,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,LIT,AR,ATL,GA,1018,1414.0,236.0,1300,1638.0,218.0,0.0,,84.0,453.0,218.0,0.0,0.0,0.0,0.0,Delta,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,LIT,AR,ATL,GA,1220,1217.0,-3.0,1458,1432.0,-26.0,0.0,,75.0,453.0,0.0,0.0,0.0,0.0,0.0,Delta,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,LIT,AR,ATL,GA,1455,1451.0,-4.0,1730,1709.0,-21.0,0.0,,78.0,453.0,0.0,0.0,0.0,0.0,0.0,Delta,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GSO,NC,ATL,GA,600,558.0,-2.0,722,717.0,-5.0,0.0,,79.0,306.0,0.0,0.0,0.0,0.0,0.0,Delta,Piedmont Triad International Airport,36.09780121,-79.93730164,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GSO,NC,ATL,GA,720,714.0,-6.0,847,835.0,-12.0,0.0,,81.0,306.0,0.0,0.0,0.0,0.0,0.0,Delta,Piedmont Triad International Airport,36.09780121,-79.93730164,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,GSO,NC,ATL,GA,1415,1413.0,-2.0,1542,1521.0,-21.0,0.0,,68.0,306.0,0.0,0.0,0.0,0.0,0.0,Delta,Piedmont Triad International Airport,36.09780121,-79.93730164,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SDF,KY,ATL,GA,600,557.0,-3.0,730,715.0,-15.0,0.0,,78.0,321.0,0.0,0.0,0.0,0.0,0.0,Delta,Louisville International Standiford Field,38.1744,-85.736,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SDF,KY,ATL,GA,724,722.0,-2.0,856,848.0,-8.0,0.0,,86.0,321.0,0.0,0.0,0.0,0.0,0.0,Delta,Louisville International Standiford Field,38.1744,-85.736,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SDF,KY,ATL,GA,1405,1359.0,-6.0,1535,1515.0,-20.0,0.0,,76.0,321.0,0.0,0.0,0.0,0.0,0.0,Delta,Louisville International Standiford Field,38.1744,-85.736,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,MDT,PA,ATL,GA,600,556.0,-4.0,812,755.0,-17.0,0.0,,119.0,620.0,0.0,0.0,0.0,0.0,0.0,Delta,Harrisburg International Airport,40.19350052,-76.76339722,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,FNT,MI,ATL,GA,600,555.0,-5.0,819,757.0,-22.0,0.0,,122.0,645.0,0.0,0.0,0.0,0.0,0.0,Delta,Bishop International Airport,42.9654007,-83.74359894,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,FNT,MI,ATL,GA,1210,1207.0,-3.0,1427,1403.0,-24.0,0.0,,116.0,645.0,0.0,0.0,0.0,0.0,0.0,Delta,Bishop International Airport,42.9654007,-83.74359894,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,ATW,WI,ATL,GA,600,559.0,-1.0,924,952.0,28.0,0.0,,173.0,765.0,0.0,0.0,28.0,0.0,0.0,Delta,Appleton International Airport,44.2580986,-88.51909637,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,IND,IN,ATL,GA,650,647.0,-3.0,844,812.0,-32.0,0.0,,85.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,IND,IN,ATL,GA,655,655.0,0.0,830,817.0,-13.0,0.0,,82.0,432.0,0.0,0.0,0.0,0.0,0.0,Southwest,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,IND,IN,ATL,GA,824,824.0,0.0,1005,1002.0,-3.0,0.0,,98.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,IND,IN,ATL,GA,946,947.0,1.0,1122,1115.0,-7.0,0.0,,88.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,IND,IN,ATL,GA,1151,1150.0,-1.0,1328,1310.0,-18.0,0.0,,80.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,IND,IN,ATL,GA,1435,1428.0,-7.0,1614,1547.0,-27.0,0.0,,79.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,IND,IN,ATL,GA,1634,1628.0,-6.0,1818,1751.0,-27.0,0.0,,83.0,432.0,0.0,0.0,0.0,0.0,0.0,Delta,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,AVP,PA,ATL,GA,600,605.0,5.0,829,824.0,-5.0,0.0,,139.0,714.0,0.0,0.0,0.0,0.0,0.0,Delta,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,ELP,TX,ATL,GA,600,635.0,35.0,1055,1123.0,28.0,0.0,,168.0,1282.0,28.0,0.0,0.0,0.0,0.0,Delta,El Paso International Airport,31.80719948,-106.3779984,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,ELP,TX,ATL,GA,1159,1203.0,4.0,1659,1652.0,-7.0,0.0,,169.0,1282.0,0.0,0.0,0.0,0.0,0.0,Delta,El Paso International Airport,31.80719948,-106.3779984,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SGF,MO,ATL,GA,605,602.0,-3.0,905,843.0,-22.0,0.0,,101.0,563.0,0.0,0.0,0.0,0.0,0.0,Delta,Springfield Branson National Airport,37.24570084,-93.38860321,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CHS,SC,ATL,GA,605,605.0,0.0,721,716.0,-5.0,0.0,,71.0,259.0,0.0,0.0,0.0,0.0,0.0,Delta,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CHS,SC,ATL,GA,735,733.0,-2.0,856,847.0,-9.0,0.0,,74.0,259.0,0.0,0.0,0.0,0.0,0.0,Delta,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CHS,SC,ATL,GA,848,843.0,-5.0,1005,956.0,-9.0,0.0,,73.0,259.0,0.0,0.0,0.0,0.0,0.0,Delta,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CHS,SC,ATL,GA,1006,1002.0,-4.0,1125,1104.0,-21.0,0.0,,62.0,259.0,0.0,0.0,0.0,0.0,0.0,Delta,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,CHS,SC,ATL,GA,1530,1526.0,-4.0,1652,1632.0,-20.0,0.0,,66.0,259.0,0.0,0.0,0.0,0.0,0.0,Delta,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAT,TX,ATL,GA,715,708.0,-7.0,1028,1021.0,-7.0,0.0,,133.0,874.0,0.0,0.0,0.0,0.0,0.0,Delta,San Antonio International Airport,29.53370094,-98.46980286,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,SAT,TX,ATL,GA,1205,1330.0,85.0,1520,1643.0,83.0,0.0,,133.0,874.0,0.0,0.0,0.0,0.0,83.0,Southwest,San Antonio International Airport,29.53370094,-98.46980286,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAT,TX,ATL,GA,1221,1220.0,-1.0,1539,1528.0,-11.0,0.0,,128.0,874.0,0.0,0.0,0.0,0.0,0.0,Delta,San Antonio International Airport,29.53370094,-98.46980286,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAT,TX,ATL,GA,1648,1645.0,-3.0,2007,1959.0,-8.0,0.0,,134.0,874.0,0.0,0.0,0.0,0.0,0.0,Delta,San Antonio International Airport,29.53370094,-98.46980286,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,COS,CO,ATL,GA,625,705.0,40.0,1127,1140.0,13.0,0.0,,155.0,1184.0,0.0,0.0,0.0,0.0,0.0,Delta,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SJC,CA,ATL,GA,1316,1309.0,-7.0,2044,2033.0,-11.0,0.0,,264.0,2116.0,0.0,0.0,0.0,0.0,0.0,Delta,Norman Y. Mineta San Jose International Airport,37.36259842,-121.9290009,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAN,CA,ATL,GA,615,629.0,14.0,1329,1317.0,-12.0,0.0,,228.0,1892.0,0.0,0.0,0.0,0.0,0.0,Delta,San Diego International Airport,32.73360062,-117.1900024,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
WN,SAN,CA,ATL,GA,620,622.0,2.0,1330,1328.0,-2.0,0.0,,246.0,1892.0,0.0,0.0,0.0,0.0,0.0,Southwest,San Diego International Airport,32.73360062,-117.1900024,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAN,CA,ATL,GA,1109,1106.0,-3.0,1820,1807.0,-13.0,0.0,,241.0,1892.0,0.0,0.0,0.0,0.0,0.0,Delta,San Diego International Airport,32.73360062,-117.1900024,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAN,CA,ATL,GA,1300,1259.0,-1.0,2009,2005.0,-4.0,0.0,,246.0,1892.0,0.0,0.0,0.0,0.0,0.0,Delta,San Diego International Airport,32.73360062,-117.1900024,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,SAN,CA,ATL,GA,2200,2152.0,-8.0,459,439.0,-20.0,0.0,,227.0,1892.0,0.0,0.0,0.0,0.0,0.0,Delta,San Diego International Airport,32.73360062,-117.1900024,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
DL,AVL,NC,ATL,GA,620,617.0,-3.0,727,717.0,-10.0,0.0,,60.0,164.0,0.0,0.0,0.0,0.0,0.0,Delta,Asheville Regional Airport,35.43619919,-82.54180145,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059
